row_id,f1,f2,f3,f4,f5,f6
R00426,0.05618,2.742156,0.37014,-0.424349,-2.895766,2.397475
R00429,-0.47232,2.487706,-1.382995,0.929696,-0.174144,-1.308545
R00441,-0.567445,0.042214,1.255756,-0.468601,-0.521617,0.219365
R00443,-0.309607,2.837635,0.13008,0.54828,-0.388221,0.668255
R00444,0.765012,2.451609,-0.418108,1.509811,1.026068,-0.44973
R00452,0.949018,2.414635,1.228904,-0.26629,1.647996,0.847475
R00465,-0.271932,2.355173,0.657466,-0.235342,0.308931,-0.648703
R00470,-1.923129,-0.091702,0.510264,0.201455,0.63716,-0.957793
R00498,0.578502,2.500021,1.818556,-0.024729,-0.966197,1.152262
R00507,-0.313593,2.358234,0.537584,0.529472,-0.672085,0.149207
R00519,-0.573498,2.344685,0.685866,0.083092,0.309203,0.062814
R00530,0.829862,-0.105631,-0.597569,1.445006,-0.503059,0.149538
R00559,-1.174154,0.164339,-0.465867,0.775707,0.855062,-0.185821
R00565,0.966967,-0.445712,-0.960184,-0.132336,-0.433973,1.081314
R00568,0.387652,2.478777,1.107538,1.165155,1.620184,-0.5128
R00591,-0.317711,0.104742,0.592819,-1.215039,-0.594886,0.028931
R00595,0.307513,-0.026531,0.521132,-1.420166,-0.388715,-0.015192
R00596,0.299192,0.089186,0.164684,-0.155883,-1.374857,-0.111668
R00602,-1.026229,-0.086754,0.544136,-0.553394,-0.494596,-0.848806
R00607,0.652831,2.394749,-0.612224,-0.939223,0.515503,0.89007
R00625,0.264219,-0.314818,1.00112,-0.448809,-0.991352,-0.42109
R00631,-1.51059,-0.015283,-1.000713,0.989251,-0.698629,-0.585495
R00656,-1.4304,2.332253,0.014592,-1.274481,-0.918246,0.316507
R00657,-0.796242,0.003537,0.187886,3.025512,-0.217695,-0.423355
R00674,0.420085,2.377267,-1.653998,0.427092,-1.594328,0.920482
R00675,-1.375056,2.296221,0.281133,0.904291,-0.505155,1.361008
R00685,-0.055613,0.314584,0.207881,0.782514,0.471205,0.057264
R00690,0.744585,0.050451,0.762055,-0.330365,0.627603,-0.870526
R00701,1.312835,-0.008131,-0.811761,-0.671156,-0.68243,0.408941
R00710,1.048303,-0.121308,-0.850524,0.240035,0.896731,-0.496669
R00717,0.558238,-0.159398,1.209503,-0.650941,1.172133,-0.247492
R00744,1.116197,-0.0297,-2.523686,0.31936,0.088249,-1.577231
R00745,-0.497125,-0.048563,1.132107,0.323074,1.245372,-0.290857
R00748,-0.789288,2.489093,0.519256,-0.034239,0.535568,-0.93529
R00759,-1.498053,2.541919,0.378698,0.681654,-1.11514,1.794865
R00760,-0.262242,0.302725,-0.987845,0.007656,-0.024606,0.556612
R00774,0.983426,0.051453,0.253503,-0.426652,1.843898,-1.405633
R00786,0.75628,0.204467,-0.785353,-0.856506,-1.009332,-0.964387
R00787,-0.082693,-0.013075,-0.07775,-0.380862,1.114446,0.215002
R00794,0.123197,-0.192771,-0.044911,-1.62291,-0.539542,0.170061
R00799,-0.000468,0.217768,0.05885,0.598501,-2.654952,1.317434
